review,cleaned,sentiment,keyboard
the comedy is nonexistent,the comedy is nonexistent,Positive,"['comedy', 'nonexistent']"
"a real winner smart , funny , subtle , and resonant",a real winner smart  funny  subtle  and resonant,Positive,"['smart', 'subtle', 'resonant']"
comes alive only when it switches gears to the sentimental,comes alive only when it switches gears to the sentimental,Positive,"['sentimental', 'alive', 'gears']"
an instance of an old dog not only learning but inventing a remarkable new trick,an instance of an old dog not only learning but inventing a remarkable new trick,Positive,"['inventing', 'trick', 'learning']"
"romantic , riveting and handsomely animated",romantic  riveting and handsomely animated,Positive,"['romantic', 'animated', 'riveting']"
"try as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment",try as you might to scrutinize the ethics of kaufman s approach  somehow it all comes together to create a very compelling  sensitive  intelligent and almost cohesive piece of film entertainment,Positive,"['kaufman', 'ethics', 'film']"
"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most the fanboy",every once in a while  a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most the fanboy,Negative,"['fanboy', 'movie', 'annoying']"
"spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations",spreads itself too thin  leaving these actors  as well as the members of the commune  short of profound characterizations,Positive,"['commune', 'characterizations', 'actors']"
"the acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh and blood humans",the acting  for the most part  is terrific  although the actors must struggle with the fact that they re playing characters who sometimes feel more like literary conceits than flesh and blood humans,Positive,"['acting', 'actors', 'literary']"
"lrb less a movie than rrb an appalling , odoriferous thing so rotten in almost every single facet of production that you 'll want to crawl up your own in embarrassment",lrb less a movie than rrb an appalling  odoriferous thing so rotten in almost every single facet of production that you ll want to crawl up your own in embarrassment,Negative,"['lrb', 'rrb', 'rotten']"
funny and touching,funny and touching,Positive,"['touching', 'funny']"
an awkward hybrid of genres that just does n't work,an awkward hybrid of genres that just does nt work,Negative,"['genres', 'hybrid', 'nt']"
"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players on camera and off that he brings together",affirms the gifts of all involved  starting with spielberg and going right through the ranks of the players on camera and off that he brings together,Neutral,"['spielberg', 'gifts', 'affirms']"
a fifty car pileup of cliches,a fifty car pileup of cliches,Negative,"['cliches', 'car', 'pileup']"
will warm your heart without making you feel guilty about it,will warm your heart without making you feel guilty about it,Positive,"['heart', 'warm', 'feel']"
one of the most unpleasant things the studio has ever produced,one of the most unpleasant things the studio has ever produced,Negative,"['studio', 'unpleasant', 'produced']"
a glib but bouncy bit of sixties style slickness in which the hero might wind up caught but the audience gets pure escapism,a glib but bouncy bit of sixties style slickness in which the hero might wind up caught but the audience gets pure escapism,Positive,"['audience', 'escapism', 'slickness']"
this one is not nearly as dreadful as expected,this one is not nearly as dreadful as expected,Positive,"['dreadful', 'expected', 'nearly']"
"the result is a powerful , naturally dramatic piece of low budget filmmaking",the result is a powerful  naturally dramatic piece of low budget filmmaking,Positive,"['filmmaking', 'dramatic', 'budget']"
"as a science fiction movie , `` minority report '' astounds",as a science fiction movie   minority report  astounds,Positive,"['minority', 'movie', 'report']"
"does n't deliver a great story , nor is the action as gripping as in past seagal films",does nt deliver a great story  nor is the action as gripping as in past seagal films,Positive,"['seagal', 'films', 'gripping']"
"chilling in its objective portrait of dreary , lost twenty first century america",chilling in its objective portrait of dreary  lost twenty first century america,Negative,"['dreary', 'portrait', 'chilling']"
the auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug,the auteur s ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug,Negative,"['fears', 'ear', 'auteur']"
a rehash of every gangster movie from the past decade,a rehash of every gangster movie from the past decade,Neutral,"['gangster', 'movie', 'decade']"
"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral",shattering  devastating documentary on two maladjusted teens in a downward narcotized spiral,Negative,"['documentary', 'narcotized', 'teens']"
the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment,the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment,Positive,"['dragon', 'entertainment', 'somber']"
below is well below expectations,below is well below expectations,Positive,['expectations']
a generic international version of a typical american horror film,a generic international version of a typical american horror film,Negative,"['horror', 'film', 'american']"
includes too much obvious padding,includes too much obvious padding,Neutral,"['padding', 'includes', 'obvious']"
"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face",at just over an hour  home movie will leave you wanting more  not to mention leaving you with some laughs and a smile on your face,Positive,"['home', 'hour', 'movie']"
"the movie 's ultimate point that everyone should be themselves is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness",the movie s ultimate point that everyone should be themselves is trite  but the screenwriter and director michel gondry restate it to the point of ridiculousness,Negative,"['trite', 'ridiculousness', 'screenwriter']"
a fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience,a fine documentary can be distinguished from a mediocre one by the better film s ability to make its subject interesting to those who are nt part of its supposed target audience,Positive,"['documentary', 'film', 'mediocre']"
"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war weary marine",in the wake of saving private ryan  black hawk down and we were soldiers  you are likely to be as heartily sick of mayhem as cage s war weary marine,Negative,"['soldiers', 'marine', 'war']"
peppered with witty dialogue and inventive moments,peppered with witty dialogue and inventive moments,Neutral,"['dialogue', 'inventive', 'witty']"
is a crime that should be punishable by chainsaw,is a crime that should be punishable by chainsaw,Negative,"['chainsaw', 'punishable', 'crime']"
"whether or not you 're enlightened by any of derrida 's lectures on `` the other '' and `` the self , '' derrida is an undeniably fascinating and playful fellow",whether or not you re enlightened by any of derrida s lectures on  the other  and  the self   derrida is an undeniably fascinating and playful fellow,Positive,"['derrida', 'enlightened', 'playful']"
"the people in jessica are so recognizable and true that , as in real life , we 're never sure how things will work out",the people in jessica are so recognizable and true that  as in real life  we re never sure how things will work out,Positive,"['jessica', 'real', 'recognizable']"
"parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",parents may even find that it goes by quickly  because it has some of the funniest jokes of any movie this year  including those intended for adults,Positive,"['parents', 'adults', 'jokes']"
"a good music documentary , probably one of the best since the last waltz",a good music documentary  probably one of the best since the last waltz,Positive,"['waltz', 'documentary', 'music']"
"lrb gulpilil rrb is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass",lrb gulpilil rrb is a commanding screen presence  and his character s abundant humanism makes him the film s moral compass,Neutral,"['gulpilil', 'moral', 'film']"
the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him there is never really a true `` us '' versus `` them '',the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him there is never really a true  us  versus  them ,Negative,"['bourne', 'screenplay', 'assassin']"
an interesting look behind the scenes of chicago based rock group wilco,an interesting look behind the scenes of chicago based rock group wilco,Positive,"['wilco', 'rock', 'chicago']"
the sword fighting is well done and auteuil is a goofy pleasure,the sword fighting is well done and auteuil is a goofy pleasure,Positive,"['auteuil', 'sword', 'fighting']"
the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie,the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie,Negative,"['feardotcom', 'scary', 'filmmakers']"
munch 's screenplay is tenderly observant of his characters,munch s screenplay is tenderly observant of his characters,Positive,"['munch', 'screenplay', 'tenderly']"
it has the requisite faux urban vibe and hotter two years ago rap and r b names and references,it has the requisite faux urban vibe and hotter two years ago rap and r b names and references,Neutral,"['rap', 'urban', 'hotter']"
the country bears wastes an exceptionally good idea,the country bears wastes an exceptionally good idea,Positive,"['bears', 'wastes', 'idea']"
"a film of epic scale with an intimate feeling , a saga of the ups and downs of friendships",a film of epic scale with an intimate feeling  a saga of the ups and downs of friendships,Positive,"['friendships', 'film', 'intimate']"
the movie would seem less of a trifle if ms sugarman followed through on her defiance of the saccharine,the movie would seem less of a trifle if ms sugarman followed through on her defiance of the saccharine,Neutral,"['sugarman', 'saccharine', 'trifle']"
mention `` solaris '' five years from now and i 'm sure those who saw it will have an opinion to share,mention  solaris  five years from now and i m sure those who saw it will have an opinion to share,Positive,"['solaris', 'mention', 'opinion']"
"that ` alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon lrb who is always a joy to watch , even when her material is not first rate rrb",that  alabama  manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon lrb who is always a joy to watch  even when her material is not first rate rrb,Positive,"['alabama', 'witherspoon', 'lrb']"
pacino is the best he 's been in years and keener is marvelous,pacino is the best he s been in years and keener is marvelous,Positive,"['pacino', 'keener', 'best']"
much of the cast is stiff or just plain bad,much of the cast is stiff or just plain bad,Negative,"['stiff', 'cast', 'bad']"
"it 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood ' project since christopher walken kinda romanced cyndi lauper in the opportunists",it s excessively quirky and a little underconfident in its delivery  but otherwise this is the best  old neighborhood  project since christopher walken kinda romanced cyndi lauper in the opportunists,Positive,"['neighborhood', 'quirky', 'walken']"
"busy urban comedy is clearly not zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy",busy urban comedy is clearly not zhang s forte  his directorial touch is neither light nor magical enough to bring off this kind of whimsy,Positive,"['zhang', 'touch', 'directorial']"
"imagine the cleanflicks version of ` love story , ' with ali macgraw 's profanities replaced by romance novel platitudes",imagine the cleanflicks version of  love story   with ali macgraw s profanities replaced by romance novel platitudes,Positive,"['novel', 'romance', 'platitudes']"
"extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten",extremely well acted by the four primary actors  this is a seriously intended movie that is not easily forgotten,Positive,"['actors', 'acted', 'primary']"
bound to appeal to women looking for a howlingly trashy time,bound to appeal to women looking for a howlingly trashy time,Neutral,"['women', 'trashy', 'appeal']"
ms hutchins is talented enough and charismatic enough to make us care about zelda 's ultimate fate,ms hutchins is talented enough and charismatic enough to make us care about zelda s ultimate fate,Positive,"['zelda', 'hutchins', 'talented']"
"such a fine idea for a film , and such a stultifying , lifeless execution",such a fine idea for a film  and such a stultifying  lifeless execution,Positive,"['execution', 'lifeless', 'film']"
return to neverland manages to straddle the line between another classic for the company and just another run of the mill disney sequel intended for the home video market,return to neverland manages to straddle the line between another classic for the company and just another run of the mill disney sequel intended for the home video market,Neutral,"['neverland', 'disney', 'sequel']"
"writer director david jacobson and his star , jeremy renner , have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted",writer director david jacobson and his star  jeremy renner  have made a remarkable film that explores the monster s psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted,Positive,"['renner', 'monster', 'director']"
"drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power",drama of temptation  salvation and good intentions is a thoughtful examination of faith  love and power,Positive,"['temptation', 'faith', 'salvation']"
oddly compelling,oddly compelling,Positive,"['compelling', 'oddly']"
"feels at times like a giant commercial for universal studios , where much of the action takes place",feels at times like a giant commercial for universal studios  where much of the action takes place,Positive,"['universal', 'commercial', 'studios']"
"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours lrb and , for that matter , shrek rrb",a small fortune in salaries and stunt cars might have been saved if the director  tom dey  had spliced together bits and pieces of midnight run and 48 hours lrb and  for that matter  shrek rrb,Positive,"['shrek', 'director', 'cars']"
"strange , funny , twisted , brilliant and macabre",strange  funny  twisted  brilliant and macabre,Positive,"['macabre', 'twisted', 'funny']"
"shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life",shanghai ghetto  much stranger than any fiction  brings this unknown slice of history affectingly to life,Neutral,"['shanghai', 'ghetto', 'fiction']"
"a movie that will thrill you , touch you and make you laugh as well",a movie that will thrill you  touch you and make you laugh as well,Positive,"['movie', 'touch', 'thrill']"
"though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of brown 's life",though overall an overwhelmingly positive portrayal  the film does nt ignore the more problematic aspects of brown s life,Negative,"['portrayal', 'brown', 'film']"
"the film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own",the film is so busy making reference to other films and trying to be other films that it fails to have a heart  mind or humor of its own,Positive,"['films', 'film', 'humor']"
cool gadgets and creatures keep this fresh,cool gadgets and creatures keep this fresh,Positive,"['gadgets', 'creatures', 'fresh']"
"this is very much of a mixed bag , with enough negatives to outweigh the positives",this is very much of a mixed bag  with enough negatives to outweigh the positives,Positive,"['positives', 'negatives', 'bag']"
"ringu is a disaster of a story , full of holes and completely lacking in chills",ringu is a disaster of a story  full of holes and completely lacking in chills,Negative,"['ringu', 'chills', 'disaster']"
"while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman 's warmest",while maintaining the appearance of clinical objectivity  this sad  occasionally horrifying but often inspiring film is among wiseman s warmest,Positive,"['wiseman', 'objectivity', 'clinical']"
but it would be better to wait for the video,but it would be better to wait for the video,Positive,"['video', 'wait', 'better']"
dreary tale of middle class angst,dreary tale of middle class angst,Negative,"['angst', 'dreary', 'tale']"
"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation",though the aboriginal aspect lends the ending an extraordinary poignancy  and the story itself could be played out in any working class community in the nation,Positive,"['aboriginal', 'ending', 'poignancy']"
"the byplay and bickering between the now spy savvy siblings , carmen lrb vega rrb and juni lrb sabara rrb cortez , anchor the film in a very real and amusing give and take",the byplay and bickering between the now spy savvy siblings  carmen lrb vega rrb and juni lrb sabara rrb cortez  anchor the film in a very real and amusing give and take,Positive,"['carmen', 'film', 'sabara']"
"it 's sweet , funny , charming , and completely delightful",it s sweet  funny  charming  and completely delightful,Positive,"['charming', 'delightful', 'sweet']"
"seen in that light , moonlight mile should strike a nerve in many",seen in that light  moonlight mile should strike a nerve in many,Negative,"['moonlight', 'light', 'mile']"
"to the filmmakers , ivan is a prince of a fellow , but he comes across as shallow and glib though not mean spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit",to the filmmakers  ivan is a prince of a fellow  but he comes across as shallow and glib though not mean spirited  and there s no indication that he s been responsible for putting together any movies of particular value or merit,Positive,"['ivan', 'prince', 'filmmakers']"
"the movie 's something borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story",the movie s something borrowed construction feels less the product of loving  well integrated homage and more like a mere excuse for the wan  thinly sketched story,Positive,"['homage', 'borrowed', 'construction']"
none of birthday girl 's calculated events take us by surprise,none of birthday girl s calculated events take us by surprise,Positive,"['birthday', 'events', 'surprise']"
there are many definitions of ` time waster ' but this movie must surely be one of them,there are many definitions of  time waster  but this movie must surely be one of them,Positive,"['waster', 'time', 'movie']"
i can easily imagine benigni 's pinocchio becoming a christmas perennial,i can easily imagine benigni s pinocchio becoming a christmas perennial,Positive,"['pinocchio', 'perennial', 'christmas']"
this is rote drivel aimed at mom and dad 's wallet,this is rote drivel aimed at mom and dad s wallet,Neutral,"['wallet', 'drivel', 'rote']"
k 19 stays afloat as decent drama action flick,k 19 stays afloat as decent drama action flick,Neutral,"['drama', 'flick', 'action']"
what more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?,what more can be expected from a college comedy that s target audience has nt graduated from junior high school ,Positive,"['college', 'comedy', 'junior']"
it 's quite diverting nonsense,it s quite diverting nonsense,Negative,"['diverting', 'nonsense', 'quite']"
aggravating and tedious,aggravating and tedious,Negative,"['aggravating', 'tedious']"
"i 'm sorry to say that this should seal the deal arnold is not , nor will he be , back",i m sorry to say that this should seal the deal arnold is not  nor will he be  back,Negative,"['arnold', 'seal', 'deal']"
a bittersweet drama about the limbo of grief and how truth telling can open the door to liberation,a bittersweet drama about the limbo of grief and how truth telling can open the door to liberation,Negative,"['grief', 'liberation', 'drama']"
more precious than perspicacious,more precious than perspicacious,Positive,"['precious', 'perspicacious']"
rarely does such high profile talent serve such literate material,rarely does such high profile talent serve such literate material,Positive,"['literate', 'talent', 'rarely']"
a moving picture that does not move,a moving picture that does not move,Neutral,"['moving', 'picture', 'does']"
this ludicrous film is predictable at every turn,this ludicrous film is predictable at every turn,Negative,"['predictable', 'ludicrous', 'film']"
just another combination of bad animation and mindless violence lacking the slightest bit of wit or charm,just another combination of bad animation and mindless violence lacking the slightest bit of wit or charm,Negative,"['violence', 'animation', 'wit']"
"lrb fiji diver rusi vulakoro and the married couple howard and michelle hall rrb show us the world they love and make us love it , too",lrb fiji diver rusi vulakoro and the married couple howard and michelle hall rrb show us the world they love and make us love it  too,Positive,"['fiji', 'diver', 'vulakoro']"
a fanciful drama about napoleon 's last years and his surprising discovery of love and humility,a fanciful drama about napoleon s last years and his surprising discovery of love and humility,Positive,"['napoleon', 'humility', 'drama']"
the superior plotline is n't quite enough to drag along the dead lrb water rrb weight of the other,the superior plotline is nt quite enough to drag along the dead lrb water rrb weight of the other,Negative,"['rrb', 'lrb', 'plotline']"
"enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games",enthusiastically invokes the percussion rhythm  the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games,Positive,"['marching', 'percussion', 'rhythm']"
spy kids 2 also happens to be that rarity among sequels it actually improves upon the original hit movie,spy kids 2 also happens to be that rarity among sequels it actually improves upon the original hit movie,Positive,"['sequels', 'spy', 'movie']"
speaks eloquently about the symbiotic relationship between art and life,speaks eloquently about the symbiotic relationship between art and life,Neutral,"['symbiotic', 'art', 'life']"
audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling,audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling,Positive,"['suspense', 'audiard', 'compelling']"
"an unsettling , memorable cinematic experience that does its predecessors proud",an unsettling  memorable cinematic experience that does its predecessors proud,Positive,"['cinematic', 'memorable', 'unsettling']"
its almost too spectacular coastal setting distracts slightly from an eccentric and good naturedly aimless story,its almost too spectacular coastal setting distracts slightly from an eccentric and good naturedly aimless story,Positive,"['coastal', 'naturedly', 'eccentric']"
"a compassionate , moving portrait of an american lrb and an america rrb always reaching for something just outside his grasp",a compassionate  moving portrait of an american lrb and an america rrb always reaching for something just outside his grasp,Positive,"['portrait', 'lrb', 'rrb']"
lrb stephen rrb earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have,lrb stephen rrb earnhart s film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have,Positive,"['optimism', 'earnhart', 'rrb']"
adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book,adaptation is intricately constructed and in a strange way nails all of orlean s themes without being a true adaptation of her book,Negative,"['adaptation', 'book', 'themes']"
"if you want a movie time trip , the 1960 version is a far smoother ride",if you want a movie time trip  the 1960 version is a far smoother ride,Positive,"['1960', 'ride', 'trip']"
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy,an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy,Positive,"['zen', 'comedy', 'younger']"
"with amazing finesse , the film shadows heidi 's trip back to vietnam and the city where her mother , mai thi kim , still lives",with amazing finesse  the film shadows heidi s trip back to vietnam and the city where her mother  mai thi kim  still lives,Positive,"['heidi', 'kim', 'vietnam']"
an occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten,an occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten,Positive,"['counterculture', 'repetitive', 'forgotten']"
it 's an 88 minute highlight reel that 's 86 minutes too long,it s an 88 minute highlight reel that s 86 minutes too long,Negative,"['reel', 'minutes', 'minute']"
"lrb jeff 's rrb gorgeous , fluid compositions , underlined by neil finn and edmund mcwilliams 's melancholy music , are charged with metaphor , but rarely easy , obvious or self indulgent",lrb jeff s rrb gorgeous  fluid compositions  underlined by neil finn and edmund mcwilliams s melancholy music  are charged with metaphor  but rarely easy  obvious or self indulgent,Negative,"['melancholy', 'compositions', 'metaphor']"
"it 's a smart , solid , kinetically charged spy flick worthy of a couple hours of summertime and a bucket of popcorn",it s a smart  solid  kinetically charged spy flick worthy of a couple hours of summertime and a bucket of popcorn,Positive,"['spy', 'flick', 'popcorn']"
the film is predictable in the reassuring manner of a beautifully sung holiday carol,the film is predictable in the reassuring manner of a beautifully sung holiday carol,Positive,"['carol', 'predictable', 'film']"
the heat of the moment prevails,the heat of the moment prevails,Neutral,"['moment', 'heat', 'prevails']"
a beautifully tooled action thriller about love and terrorism in korea,a beautifully tooled action thriller about love and terrorism in korea,Positive,"['thriller', 'terrorism', 'korea']"
"return to never land is much more p c than the original version lrb no more racist portraits of indians , for instance rrb , but the excitement is missing",return to never land is much more p c than the original version lrb no more racist portraits of indians  for instance rrb  but the excitement is missing,Positive,"['rrb', 'land', 'lrb']"
the only thing `` swept away '' is the one hour and thirty three minutes spent watching this waste of time,the only thing  swept away  is the one hour and thirty three minutes spent watching this waste of time,Negative,"['minutes', 'swept', 'time']"
the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group and never fails to entertain,the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group and never fails to entertain,Positive,"['barbers', 'calvin', 'mclaughlin']"
"while the importance of being earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond wilde 's wit and the actors ' performances",while the importance of being earnest offers opportunities for occasional smiles and chuckles  it does nt give us a reason to be in the theater beyond wilde s wit and the actors  performances,Positive,"['earnest', 'wilde', 'actors']"
"contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster",contrived  awkward and filled with unintended laughs  the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster,Positive,"['film', 'laughs', 'director']"
"broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men promising , talented , charismatic and tragically doomed",broomfield reminds us that beneath the hype  the celebrity  the high life  the conspiracies and the mystery there were once a couple of bright young men promising  talented  charismatic and tragically doomed,Neutral,"['broomfield', 'celebrity', 'charismatic']"
offers a persuasive look at a defeated but defiant nation in flux,offers a persuasive look at a defeated but defiant nation in flux,Negative,"['persuasive', 'defiant', 'nation']"
"muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble",muccino seems to be exploring the idea of why human beings long for what they do nt have  and how this gets us in trouble,Negative,"['muccino', 'long', 'human']"
this picture is mostly a lump of run of the mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office or trying to win over a probation officer,this picture is mostly a lump of run of the mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office or trying to win over a probation officer,Positive,"['probation', 'officer', 'picture']"
my wife is an actress has its moments in looking at the comic effects of jealousy,my wife is an actress has its moments in looking at the comic effects of jealousy,Negative,"['jealousy', 'comic', 'actress']"
a riveting documentary,a riveting documentary,Neutral,"['documentary', 'riveting']"
"while i ca n't say it 's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie",while i ca nt say it s on par with the first one  stuart little 2 is a light  fun cheese puff of a movie,Positive,"['cheese', 'stuart', 'movie']"
so boring that even its target audience talked all the way through it,so boring that even its target audience talked all the way through it,Negative,"['boring', 'audience', 'talked']"
sad to say it accurately reflects the rage and alienation that fuels the self destructiveness of many young people,sad to say it accurately reflects the rage and alienation that fuels the self destructiveness of many young people,Negative,"['destructiveness', 'rage', 'reflects']"
"it 's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments",it s neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy  but it has its moments,Positive,"['gilmore', 'sappy', 'waterboy']"
great character interaction,great character interaction,Positive,"['interaction', 'character', 'great']"
"louiso lets the movie dawdle in classic disaffected indie film mode , and brother hoffman 's script stumbles over a late inning twist that just does n't make sense",louiso lets the movie dawdle in classic disaffected indie film mode  and brother hoffman s script stumbles over a late inning twist that just does nt make sense,Neutral,"['louiso', 'inning', 'dawdle']"
"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12 year old instead of a grown man",even bigger and more ambitious than the first installment  spy kids 2 looks as if it were made by a highly gifted 12 year old instead of a grown man,Positive,"['spy', 'ambitious', 'kids']"
"a meatier deeper beginning and or ending would have easily tipped this film into the `` a '' range , as is , it 's a very very strong `` b ''",a meatier deeper beginning and or ending would have easily tipped this film into the  a  range  as is  it s a very very strong  b ,Positive,"['film', 'ending', 'range']"
"funny in a sick , twisted sort of way",funny in a sick  twisted sort of way,Negative,"['twisted', 'funny', 'sick']"
"trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours a sign of its effectiveness",trapped wo nt score points for political correctness  but it may cause parents a few sleepless hours a sign of its effectiveness,Negative,"['parents', 'sleepless', 'correctness']"
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross out comedy",nicks refuses to let slackers be seen as just another teen movie  which means he can be forgiven for frequently pandering to fans of the gross out comedy,Positive,"['slackers', 'nicks', 'comedy']"
"but though he only scratches the surface , at least he provides a strong itch to explore more",but though he only scratches the surface  at least he provides a strong itch to explore more,Positive,"['scratches', 'itch', 'surface']"
there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending,Negative,"['ending', 'redemption', 'film']"
the film lapses too often into sugary sentiment and withholds delivery on the pell mell pyrotechnics its punchy style promises,the film lapses too often into sugary sentiment and withholds delivery on the pell mell pyrotechnics its punchy style promises,Positive,"['pyrotechnics', 'film', 'pell']"
birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked,birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked,Negative,"['wicked', 'wickedly', 'birthday']"
"potty mouthed enough for pg 13 , yet not as hilariously raunchy as south park , this strangely schizo cartoon seems suited neither to kids or adults",potty mouthed enough for pg 13  yet not as hilariously raunchy as south park  this strangely schizo cartoon seems suited neither to kids or adults,Negative,"['schizo', 'cartoon', 'mouthed']"
does n't add up to much,does nt add up to much,Neutral,"['nt', 'does', 'add']"
"while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire",while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion  lan yu never catches dramatic fire,Positive,"['homosexual', 'film', 'chinese']"
"the movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension",the movie is silly beyond comprehension  and even if it were nt silly  it would still be beyond comprehension,Positive,"['comprehension', 'silly', 'movie']"
"despite its flaws , crazy as hell marks an encouraging new direction for la salle",despite its flaws  crazy as hell marks an encouraging new direction for la salle,Neutral,"['salle', 'flaws', 'la']"
this film is too busy hitting all of its assigned marks to take on any life of its own,this film is too busy hitting all of its assigned marks to take on any life of its own,Neutral,"['film', 'life', 'busy']"
"one of the most plain , unimaginative romantic comedies i 've ever seen",one of the most plain  unimaginative romantic comedies i ve ever seen,Positive,"['comedies', 'romantic', 'unimaginative']"
"it 's tough to watch , but it 's a fantastic movie",it s tough to watch  but it s a fantastic movie,Positive,"['movie', 'tough', 'watch']"
"the movie is well crafted , and well executed",the movie is well crafted  and well executed,Positive,"['movie', 'executed', 'crafted']"
it all comes down to whether you can tolerate leon barlow,it all comes down to whether you can tolerate leon barlow,Neutral,"['barlow', 'leon', 'tolerate']"
"90 punitive minutes of eardrum dicing gunplay , screeching metal smashups , and flaccid odd couple sniping",90 punitive minutes of eardrum dicing gunplay  screeching metal smashups  and flaccid odd couple sniping,Negative,"['eardrum', 'gunplay', 'sniping']"
moore provides an invaluable service by sparking debate and encouraging thought,moore provides an invaluable service by sparking debate and encouraging thought,Positive,"['moore', 'debate', 'service']"
